id,category,input,reference,prediction,cer,wer,bleu,exact_match,time_s
403,long_sentence,oya ada kade giyoth mata thawa tika welawakin ewanna puluwanda badu tika dan,ඔයා අද කඩේ ගියොත් මට තව ටික වෙලාවකින් එවන්න පුළුවන්ද බඩු ටික දැන්,ඔයා අද කඩේ ගියොත් මට තව ටික වෙලාවකින් ඒවන්න පුළුවන්ද බඩු ටික දනේ,0.0462,0.1538,0.8462,False,10.934
404,long_sentence,mata ada ude indan kisima wada karanna hitha denne na mara widihata kamaliy,මට අද උදේ ඉඳන් කිසිම වැඩ කරන්න හිත දෙන්නේ නෑ මාර විදිහට කම්මැලියි,මට අද උදේ ඉඳන් කිසිමා වාද කරන්න හිත් දෙන්නෙ ණ මාරා විදිාහට කමලියේ,0.2,0.6154,0.3846,False,9.131
405,long_sentence,api heta canteen ekedi hamuwela presentation eka thawa tika welawakin ready karamu neda,අපි හෙට canteen එකේදී හමුවෙලා presentation එක තව ටික වෙලාවකින් ready කරමු නේද,අපි හෙට කන්ටීන එකෙදි හමුවෙළ presentation ඒක තව ටික වේලාවකින් ready කාරමු ඳ,0.2208,0.5385,0.4615,False,18.386
406,long_sentence,oya ada ude kiyatada campus ekata giye kiyala kiyanna puluwanda mata thawa tika welawakin,ඔයා අද උදේ කීයටද campus එකට ගියේ කියලා කියන්න පුළුවන්ද මට තව ටික වෙලාවකින්,ඔයා අද උදේ කියාටද campus එකට ගියෙ කියලා කියන්න පුළුවන්ද මට තව ටික වෙලාවකින්,0.0405,0.1429,0.8571,False,11.657
407,long_sentence,mata ada raata kaama hadanna hithenne na thawa tika welawakin kade yamu balanna,මට අද රෑට කෑම හදන්න හිතෙන්නේ නෑ තව ටික වෙලාවකින් කඩේ යමු බලන්න,මට අදා රාට කාම හදනන හිතෙන්නැ ණ තව ටික වෙලාවකින් කඩේ යමු බලන්නා,0.129,0.5385,0.4615,False,10.877
408,long_sentence,api heta yaddi nangiwa school ekata dammaoth hondai neda thawa tika welawakin,අපි හෙට යද්දී නංගිව school එකට දැම්මොත් හොඳයි නේද තව ටික වෙලාවකින්,අපි හේට යදදි නඟිව school එකාට දම්මඔත් හොඬයි නේද තව ටික වෙලාවකින්,0.1364,0.5,0.5,False,10.038
409,long_sentence,oya ada kade gihilla mata badu tika aran awada kiyala thawa tika welawakin kiyanna,ඔයා අද කඩේ ගිහිල්ලා මට බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් කියන්න,ඔයා අද කඩේ ගිහිල්ල මට බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් කියන්න,0.0143,0.0714,0.9286,False,12.049
410,long_sentence,mama hithanne me parashne thawa tika welawakin wisadanna puluwan kiyala thama hithenne mata,මම හිතන්නේ මේ ප්‍රශ්නය තව ටික වෙලාවකින් විසඳන්න පුළුවන් කියලා තාම හිතෙන්නේ මට,මම හිතන්නේ මේ පරශ්නී ථව ටික වෙලාවකින් විසදන්න පුළුවන් කියලා තමා හිතෙන්නේ මට,0.0909,0.3077,0.6923,False,10.885
411,long_sentence,oya ada ude canteen ekedi kauruwath dakke nadda kiyala mata thawa tika welawakin kiyanna,ඔයා අද උදේ canteen එකේදී කාවවත් දැක්කේ නැද්ද කියලා මට තව ටික වෙලාවකින් කියන්න,ඔයා අද උදේ කන්ටීන එකේදි කූරුවත් දැක්කේ නදද කියලා මට තව ටික වෙලාවකින් කියන්න,0.1688,0.2857,0.7143,False,11.704
412,long_sentence,api heta presentation notes tika kiyawala thawa tika welawakin presentation eka ready karamu balanna,අපි හෙට presentation notes ටික කියවලා තව ටික වෙලාවකින් presentation එක ready කරමු බලන්න,අපි හේට presentation notes ටික කියවලා තව ටික වෙලාවකින් presentation එක ready කරමූ බලන්නා,0.0345,0.2143,0.7857,False,19.956
413,long_sentence,mata ada ude indan kisima deyak therenne na dan mara widihata mahansi wela thiyenne,මට අද උදේ ඉඳන් කිසිම දෙයක් තේරෙන්නේ නෑ දැන් මාර විදිහට මහන්සි වෙලා තියෙන්නේ,මට අද උදේ ඉඳන් කිසිම දෙයක් තේරෙන්නෙ ණ දනේ මාර විදිහට මහනසි වෙල තියෙන්නෙ,0.1067,0.4286,0.5714,False,10.513
414,long_sentence,oya heta kade yaddi call ekak deela badu tika mata thawa tika welawakin kiyanna,ඔයා හෙට කඩේ යද්දී call එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න,ඔයා හෙට කඩේ යදදි චල්ලා එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න,0.1045,0.1429,0.8571,False,11.655
415,long_sentence,api heta gihilla badu tika aran thawa tika welawakin emu neda ada raata,අපි හෙට ගිහිල්ලා බඩු ටික අරන් තව ටික වෙලාවකින් එමු නේද අද රෑට,අපි හේට ගිහිලල බඩු ටික අරන් තව ටික වෙලාවකින් ඒමු නේද ආදා රාට,0.1148,0.3846,0.6154,False,10.929
416,long_sentence,mama hithanne results thawa tika welawakin online balanna puluwan kiyala thama dan hithenne,මම හිතන්නේ results තව ටික වෙලාවකින් online බලන්න පුළුවන් කියලා තාම දැන් හිතෙන්නේ,මම හිතන්නේ results තව ටික වෙලාවකින් online බලන්න පුළුවන් කියලා තමා දන හිතෙන්නේ,0.05,0.1538,0.8462,False,11.764
417,long_sentence,oya ada kade giyoth badu tika mata thawa tika welawakin ewanna puluwanda danma,ඔයා අද කඩේ ගියොත් බඩු ටික මට තව ටික වෙලාවකින් එවන්න පුළුවන්ද දැන්ම,ඔයා අද කඩේ ගියොත් බඩු ටික මට තව ටික වෙලාවකින් එවාන්න පුළුවන්ද දනම,0.0455,0.1538,0.8462,False,10.822
418,long_sentence,mata ada ude indan wada karanna hitha denne na mara widihata kamaliy ada nam,මට අද උදේ ඉඳන් වැඩ කරන්න හිත දෙන්නේ නෑ මාර විදිහට කම්මැලියි අද නම්,මට අද උදේ ඉඳන් වාද කරන්න හිත් දෙන්නෙ ණ මාරා විදිාහට කමලියේ අදා නම්,0.197,0.5714,0.4286,False,9.359
419,long_sentence,api heta canteen ekedi presentation eka thawa tika welawakin ready karamu neda api dennama,අපි හෙට canteen එකේදී presentation එක තව ටික වෙලාවකින් ready කරමු නේද අපි දෙන්නම,අපි හෙට කන්ටීන එකේදි presentation එක තව ටික වේලාවකින් ready කරමු නේද අපි දෙන්නම,0.1125,0.2143,0.7857,False,19.246
420,long_sentence,oya ada ude campus ekata giye kiyatada kiyala kiyanna thawa tika welawakin mata balanna,ඔයා අද උදේ campus එකට ගියේ කීයටද කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න,ඔයා අද උදේ campus එකට ගියෙ කියටද කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න,0.0282,0.1429,0.8571,False,11.675
421,long_sentence,mata ada raata kaama hadanna hithenne na kade yamu balanna thawa tika welawakin api,මට අද රෑට කෑම හදන්න හිතෙන්නේ නෑ කඩේ යමු බලන්න තව ටික වෙලාවකින් අපි,මට අඩා රඅට කඅම හඩන්න හිතෙන්නී ණ කඩේ යමු බලන්නා තව ටික වෙලාවකින් අපි,0.1364,0.5,0.5,False,11.207
422,long_sentence,api heta yaddi nangiwa school ekata dammaoth hondai kiyala mama hithanawa thawa duratath,අපි හෙට යද්දී නංගිව school එකට දැම්මොත් හොඳයි කියලා මම හිතනවා තවදුරටත්,අපි හෙට යදාදි නැඟිව school එකට දමාමඔත් හොඳයි කියලා මම හිතනවා තව දුරටත්,0.1143,0.4167,0.6667,False,8.618
423,long_sentence,oya ada kade gihilla badu tika aran awada kiyala thawa tika welawakin mata kiyanna,ඔයා අද කඩේ ගිහිල්ලා බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් මට කියන්න,ඔයා අද කඩේ ගිහිලාල බඩු ටික අරන් ආවාද කියලා තව ටික වේලාවකින් මට කියන්න,0.0429,0.1429,0.8571,False,11.476
424,long_sentence,mama hithanne parashne thawa tika welawakin wisadanna puluwan kiyala thama hithenne mata dan,මම හිතන්නේ ප්‍රශ්නය තව ටික වෙලාවකින් විසඳන්න පුළුවන් කියලා තාම හිතෙන්නේ මට දැන්,මම හිතන්නේ පරශ්නී ථව ටික වෙලාවකින් විසදන්න පුළුවන් කියලා තාම හිතෙන්නේ මට දනේ,0.0886,0.3077,0.6923,False,10.817
425,long_sentence,oya ada ude canteen ekedi kauruwath dakke nadda kiyala thawa tika welawakin mata kiyanna,ඔයා අද උදේ canteen එකේදී කාවවත් දැක්කේ නැද්ද කියලා තව ටික වෙලාවකින් මට කියන්න,ඔයා අද උදේ කන්ටීන එකේදි කූරුවත් දැක්කේ නදද කියලා තව ටික වේලාවකින් මට කියන්න,0.1818,0.3571,0.6429,False,11.217
426,long_sentence,api presentation notes tika kiyawala thawa tika welawakin presentation eka ready karamu balanna heta,අපි presentation notes ටික කියවලා තව ටික වෙලාවකින් presentation එක ready කරමු බලන්න හෙට,අපි presentation notes ටික කියවලා තව ටික වෙලාවකින් presentation එක ready කාරමු බලන්නා හේට,0.0345,0.2143,0.7857,False,18.727
427,long_sentence,mata ada ude indan therenne na mara widihata mahansi wela thiyenne thawa duratath dan,මට අද උදේ ඉඳන් තේරෙන්නේ නෑ මාර විදිහට මහන්සි වෙලා තියෙන්නේ තවදුරටත් දැන්,මට අද උදේ ඉඳන් තේරෙණ්ණේ ණ මාරා විදිාහට මහනසි වෙල තියෙන්නේ තව දුරටත් දනේ,0.1528,0.6923,0.3846,False,10.738
428,long_sentence,oya heta kade yaddi call ekak deela badu tika mata thawa tika welawakin kiyanna balanna,ඔයා හෙට කඩේ යද්දී call එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න බලන්න,ඔයා හෙට කඩේ යදදි චල්ලා එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න බලන්න,0.0959,0.1333,0.8667,False,12.582
429,long_sentence,api gihilla badu tika aran thawa tika welawakin emu neda ada raata hamoma,අපි ගිහිල්ලා බඩු ටික අරන් තව ටික වෙලාවකින් එමු නේද අද රෑට හැමෝම,අපි ගිහිලල බඩු ටික අරන් තව ටික වෙලාවකින් ඒමු නේද අදා රාට හමෝම,0.0952,0.3846,0.6154,False,10.981
430,long_sentence,mama hithanne results thawa tika welawakin online balanna puluwan kiyala thama hithenne mata ada,මම හිතන්නේ results තව ටික වෙලාවකින් online බලන්න පුළුවන් කියලා තාම හිතෙන්නේ මට අද,මම හිතන්නේ results තව ටික වෙලාවකින් online බලන්න පුළුවන් කියලා තාම හිතෙන්නේ මට අදා,0.0123,0.0714,0.9286,False,12.731
431,long_sentence,oya kade giyoth badu tika mata thawa tika welawakin ewanna puluwanda danma balanna oya,ඔයා කඩේ ගියොත් බඩු ටික මට තව ටික වෙලාවකින් එවන්න පුළුවන්ද දැන්ම බලන්න ඔයා,ඔයා කඩේ ගියොත් බඩු ටික මට තව ටික වෙලාවකින් එවාන්න පුළුවන්ද දනම බලන්න ඔයා,0.0411,0.1429,0.8571,False,11.761
432,long_sentence,mata ude indan wada karanna hitha denne na mara widihata kamaliy ada nam thawa duratath,මට උදේ ඉඳන් වැඩ කරන්න හිත දෙන්නේ නෑ මාර විදිහට කම්මැලියි අද නම් තවදුරටත්,මට උදේ ඉඳන් වාද කරන්න හිත් දෙන්නෙ ණ මාරා විදිාහට කමලියේ අද නම් තව දුරටත්,0.1806,0.6429,0.4286,False,10.118
433,long_sentence,api canteen ekedi presentation eka thawa tika welawakin ready karamu neda api dennama hamoma,අපි canteen එකේදී presentation එක තව ටික වෙලාවකින් ready කරමු නේද අපි දෙන්නම හැමෝම,අපි කන්ටීන එකේදි presentation එක තව ටික වේලාවකින් ready කරාමු නේද අපි දෙන්නම හාමෝම,0.1341,0.3571,0.6429,False,19.501
434,long_sentence,oya campus ekata giye kiyatada kiyala kiyanna thawa tika welawakin mata balanna ada ude,ඔයා campus එකට ගියේ කීයටද කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න අද උදේ,ඔයා campus එකට ගියෙ කියටද කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න අද උදේ,0.0282,0.1429,0.8571,False,11.684
435,long_sentence,mata kaama hadanna hithenne na kade yamu balanna thawa tika welawakin api heta udema,මට කෑම හදන්න හිතෙන්නේ නෑ කඩේ යමු බලන්න තව ටික වෙලාවකින් අපි හෙට උදේම,මට කාම හඩන්න හිතෙන්නෑ ණ කඩේ යමු බලන්නා තව ටික වෙලාවකින් අපි හෙට උදේම,0.0882,0.3571,0.6429,False,11.938
436,long_sentence,api yaddi nangiwa school ekata dammaoth hondai kiyala mama hithanawa thawa duratath heta,අපි යද්දී නංගිව school එකට දැම්මොත් හොඳයි කියලා මම හිතනවා තවදුරටත් හෙට,අපි යදාදි නැඟිව school එකට දමාමඔත් හොඳයි කියලා මම හිතනවා තව දුරටත් හේට,0.1286,0.5,0.5833,False,8.427
437,long_sentence,oya kade gihilla badu tika aran awada kiyala thawa tika welawakin mata kiyanna balanna,ඔයා කඩේ ගිහිල්ලා බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් මට කියන්න බලන්න,ඔයා කඩේ ගිහිලාල බඩු ටික අරන් ආවාද කියලා තව ටික වේලාවකින් මට කියන්න බලන්න,0.0411,0.1429,0.8571,False,11.28
438,long_sentence,mama hithanne meka thawa tika welawakin wisadanna puluwan kiyala thama hithenne mata dan meka,මම හිතන්නේ මේක තව ටික වෙලාවකින් විසඳන්න පුළුවන් කියලා තාම හිතෙන්නේ මට දැන් මේක,මම හිතන්නේ මේක තව ටික වේලාවකින් විසදන්න පුළුවන් කියලා තමා හිතෙන්නේ මට දනේ මේක,0.0769,0.2857,0.7143,False,11.468
439,long_sentence,oya canteen ekedi kauruwath dakke nadda kiyala thawa tika welawakin mata kiyanna balanna heta,ඔයා canteen එකේදී කාවවත් දැක්කේ නැද්ද කියලා තව ටික වෙලාවකින් මට කියන්න බලන්න හෙට,ඔයා කන්ටීන ඒකේදි කුරුවත් දැක්කේ නදද කියලා තව ටික වේලාවකින් මට කියන්න බලන්න හේට,0.2,0.4286,0.5714,False,11.073
440,long_sentence,api presentation eka ready karamu balanna heta ude canteen ekedi hamuwela api dennama meka,අපි presentation එක ready කරමු බලන්න හෙට උදේ canteen එකේදී හමුවෙලා අපි දෙන්නම මේක,අපි presentation එක ready කරාමු බලන්නා හෙට උදේ කන්ටීන එකේදි හමුවැල අපි දෙන්නම මේක,0.1481,0.3571,0.6429,False,19.543
441,long_sentence,mata therenne na mara widihata mahansi wela thiyenne thawa duratath dan mata nam meka,මට තේරෙන්නේ නෑ මාර විදිහට මහන්සි වෙලා තියෙන්නේ තවදුරටත් දැන් මට නම් මේක,මට තේරෙණ්ණේ ණ මාර විදිාහට මහනසි වෙල තියෙන්නේ තව දුරටත දනේ ඹ නමේ මෙක,0.2113,0.8462,0.2308,False,10.524
442,long_sentence,oya call ekak deela badu tika mata thawa tika welawakin kiyanna balanna heta kade yaddi,ඔයා call එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න බලන්න හෙට කඩේ යද්දී,ඔයා චල්ලා එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න බලන්න හෙට කඩේ යද්දි,0.0822,0.1333,0.8667,False,12.428
443,long_sentence,api badu tika aran thawa tika welawakin emu neda ada raata hamoma nuwara gihilla,අපි බඩු ටික අරන් තව ටික වෙලාවකින් එමු නේද අද රෑට හැමෝම නුවර ගිහිල්ලා,අපි බඩු ටික අරන් තව ටික වෙලාවකින් ඒමු නේද අදා රාට හමෝම නූවරා ගිහිලලා,0.1029,0.4286,0.5714,False,12.06
444,long_sentence,mama hithanne results online balanna puluwan kiyala thama hithenne mata ada thawa tika welawakin,මම හිතන්නේ results online බලන්න පුළුවන් කියලා තාම හිතෙන්නේ මට අද තව ටික වෙලාවකින්,මම හිතන්නේ results online බලන්න පුළුවන් කියලා තමා හිතෙන්නේ මට අදා තව ටික වෙලාවකින්,0.037,0.1429,0.8571,False,13.024
445,long_sentence,oya badu tika mata thawa tika welawakin ewanna puluwanda danma balanna kade giyoth oya,ඔයා බඩු ටික මට තව ටික වෙලාවකින් එවන්න පුළුවන්ද දැන්ම බලන්න කඩේ ගියොත් ඔයා,ඔය බඩු ටික මට තව ටික වෙලාවකින් එවාන්න පුළුවන්ද දනම බලන්න කඩේ ගියොත් ඔයා,0.0548,0.2143,0.7857,False,12.037
446,long_sentence,mata wada karanna hitha denne na mara widihata kamaliy ada nam thawa duratath ude indan,මට වැඩ කරන්න හිත දෙන්නේ නෑ මාර විදිහට කම්මැලියි අද නම් තවදුරටත් උදේ ඉඳන්,මට වාද කරන්න හිත් දෙන්නෙ ණ මාරා විදිාහට කමලියා අද නම් තව දුරටත් උඩේ ඉඳාන,0.2222,0.7857,0.2857,False,10.104
447,long_sentence,api presentation eka thawa tika welawakin ready karamu neda canteen ekedi hamuwela api dennama ada,අපි presentation එක තව ටික වෙලාවකින් ready කරමු නේද canteen එකේදී හමුවෙලා අපි දෙන්නම අද,අපි presentation එක තව ටික වේලාවකින් ready කරමු නෑද කන්ටීන එකේදි හමුවෙලා අපි දෙන්නම අදා,0.1264,0.3333,0.6667,False,21.323
448,long_sentence,oya kiyatada giye kiyala kiyanna thawa tika welawakin mata balanna ada ude campus ekata,ඔයා කීයටද ගියේ කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න අද උදේ campus එකට,ඔයා කියටද ගියේ කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න අද උදේ campus එකාට,0.0282,0.1429,0.8571,False,11.84
449,long_sentence,mata kaama hadanna hithenne na kade yamu balanna thawa tika welawakin api heta raata,මට කෑම හදන්න හිතෙන්නේ නෑ කඩේ යමු බලන්න තව ටික වෙලාවකින් අපි හෙට රෑට,මට කාම හඩන්න හිතෙන්නෑ ණ කඩේ යමු බලන්නා තව ටික වෙලාවකින් අපි හේට රටා,0.1343,0.5,0.5,False,12.164
450,long_sentence,api nangiwa school ekata dammoth hondai kiyala mama hithanawa,අපි නංගිව school එකට දැම්මොත් හොඳයි කියලා මම හිතනවා,අපි නැඟිව school එකට දමාමොත් හොඳයි කියලා මම හිතනවා,0.0784,0.2222,0.7778,False,6.19
451,long_sentence,oya badu tika aran awada kiyala thawa tika welawakin mata kiyanna balanna kade gihilla,ඔයා බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් මට කියන්න බලන්න කඩේ ගිහිල්ලා,ඔයා බඩු ටික අරන් ආවාද කියලා තව ටික වේලාවකින් මට කියන්න බලන්න කඩේ ගිහිලලා,0.0274,0.1429,0.8571,False,11.834
452,long_sentence,mama hithanne thawa tika welawakin wisadanna puluwan kiyala thama hithenne mata dan me parashnaya,මම හිතන්නේ තව ටික වෙලාවකින් විසඳන්න පුළුවන් කියලා තාම හිතෙන්නේ මට දැන් මේ ප්‍රශ්නය,මම හිතන්නේ තව ටික වෙලාවකින් විසදන්න පුළුවන් කියලා තමා හිතෙන්නේ මට දනේ මේ පරශනය,0.0976,0.2857,0.7143,False,11.771
453,short_phrase,honda naa,හොඳ නෑ,honda ණා,1.1667,1.0,0.0,False,0.769
454,short_phrase,kohomada oya,කොහොමද ඔයා,කොහොමද ඔයා,0.0,0.0,1.0,True,1.391
455,short_phrase,kiyatada enne,කීයටද එන්නේ,කියාටද එන්නේ,0.1818,0.5,0.5,False,1.396
456,short_phrase,me kohedo,මේ කොහේද,මේ කොහේදො,0.125,0.5,0.5,False,1.373
457,short_phrase,dan yamu,දැන් යමු,දනේ යමු,0.25,0.5,0.5,False,1.006
458,short_phrase,epa epa,එපා එපා,එප එප,0.2857,1.0,0.0,False,0.795
459,short_phrase,poddak inna,පොඩ්ඩක් ඉන්න,පොඩ්ඩක් ඉන්න,0.0,0.0,1.0,True,1.566
460,short_phrase,kauda inne,කවුද ඉන්නේ,කෞද ඉන්නී,0.3,1.0,0.0,False,1.227
461,short_phrase,moko une,මොකෝ වුණේ,මෝකෝ උණේ,0.3333,1.0,0.0,False,0.971
462,short_phrase,hari hari,හරි හරි,හරි හරි,0.0,0.0,1.0,True,0.987
463,short_phrase,kiyanna balanna,කියන්න බලන්න,කියන්න බලන්න,0.0,0.0,1.0,True,1.355
464,short_phrase,thawa tika welawakin,තව ටික වෙලාවකින්,තව ටික වෙලාවකින්,0.0,0.0,1.0,True,2.765
465,short_phrase,kohedu giye,කොහේද ගියේ,කොහේදූ ගියේ,0.1,0.5,0.5,False,1.39
466,short_phrase,kaama kawaada,කෑම කෑවාද,කඅම කවාඅඩ,0.4444,1.0,0.0,False,1.157
467,short_phrase,ninda giye na,නින්ද ගියේ නෑ,නිනද ගියෙ ණ,0.3077,1.0,0.0,False,1.48
468,short_phrase,moko karanne,මොකෝ කරන්නේ,මෝකෝ කරන්නී,0.1818,1.0,0.0,False,1.372
469,short_phrase,api yamu,අපි යමු,අපි යමු,0.0,0.0,1.0,True,0.972
470,short_phrase,mata epa,මට එපා,මට එපා,0.0,0.0,1.0,True,0.778
471,short_phrase,badagini wela,බඩගිනි වෙලා,බදාගිණි වෙල,0.3636,1.0,0.0,False,1.546
472,short_phrase,wahinna wage,වහින්න වගේ,වහින්න වගේ,0.0,0.0,1.0,True,1.349
473,short_phrase,heta ennam,හෙට එන්නම්,හේට එන්නම්,0.1,0.5,0.5,False,1.365
474,short_phrase,parakku wenawa,පරක්කු වෙනවා,පරක්කු වෙනවා,0.0,0.0,1.0,True,1.374
475,short_phrase,kohe inne,කොහේ ඉන්නේ,කොහේ ඉන්නේ,0.0,0.0,1.0,True,1.246
476,short_phrase,mokakda e,මොකක්ද ඒ,මොකකද ඒ,0.125,0.5,0.5,False,1.385
477,short_phrase,dan enna,දැන් එන්න,දන එනන,0.3333,1.0,0.0,False,0.992
478,short_phrase,kisima deyak na,කිසිම දෙයක් නෑ,කිසිම දෙයක ණ,0.2143,0.6667,0.3333,False,1.949
479,short_phrase,sathutuwen inna,සතුටුවෙන් ඉන්න,සතුටුවෙන් ඉන්න,0.0,0.0,1.0,True,1.965
480,short_phrase,aththada ehemada,ඇත්තද එහෙමද,අත්තද එහෙමද,0.0909,0.5,0.5,False,1.163
481,short_phrase,kiyanna puluwanda,කියන්න පුළුවන්ද,කියන්න පුළුවන්ද,0.0,0.0,1.0,True,1.778
482,edge_case,api 1st floor ekata yamu,අපි 1st floor එකට යමු,අපි 1st floor එකට යමු,0.0,0.0,1.0,True,2.549
483,edge_case,oya 5000k denawada mata,ඔයා 5000ක් දෙනවාද මට,ඔයා 5000ක් දෙනවාද මට,0.0,0.0,1.0,True,1.934
484,edge_case,wada karanne na???,වැඩ කරන්නේ නෑ???,වාද කරන්නේ ණ???,0.25,0.6667,0.3333,False,1.926
485,edge_case,bye bye heta hamuwemu,bye bye හෙට හමුවෙමු,bye bye හෙට හමුවෙමු,0.0,0.0,1.0,True,2.886
486,edge_case,mama 10.30ta nuwara yanawa,මම 10.30ට නුවර යනවා,මම 10.30ට නුවරා යනවා,0.0526,0.25,0.75,False,1.771
487,edge_case,oya kiyatada 2nd lecture ekata enne,ඔයා කීයටද 2nd lecture එකට එන්නේ,ඔයා කියටද 2nd lecture එකට එන්නෙ,0.0645,0.3333,0.6667,False,3.903
488,edge_case,mama 100%k sure kiyala kiyanna,මම 100%ක් sure කියලා කියන්න,මම 100%ක් සුරේ කියලා කියන්න,0.1481,0.2,0.8,False,2.518
489,edge_case,me moko me... moko une,මේ මොකෝ මේ... මොකෝ වුණේ,මේ මොකෝ මේ... මොකෝ උණේ,0.087,0.2,0.8,False,2.223
490,edge_case,oya results 1st rank ekatama gaththa,ඔයා results 1st rank එකටම ගත්තා,ඔය results 1st rank එකටම ගත්ත,0.0645,0.3333,0.6667,False,4.869
491,edge_case,mata 500/- k denna puluwanda dan,මට 500/- ක් දෙන්න පුළුවන්ද දැන්,මට 500/- ක් දෙන්න පුළුවන්ද දන,0.0645,0.1667,0.8333,False,3.961
492,edge_case,oya me wada 2-3 parak kala neda,ඔයා මේ වැඩ 2-3 පාරක් කළා නේද,ඔයා මේ වද 2-3 පාරක කාල නෑද,0.2143,0.5714,0.4286,False,2.67
493,edge_case,mama 9.00 a.m. wenakan balan hitiya,මම 9.00 a.m. වෙනකන් බලන් හිටියා,මම 9.00 a.m. වෙනකන් බලන් හිටියා,0.0,0.0,1.0,True,2.532
494,edge_case,"oya presentation eka ""ready"" neda balanna","ඔයා presentation එක ""ready"" නේද බලන්න","ඔය presentation එක ""ready"" නෑද බලන්න",0.0541,0.3333,0.6667,False,8.686
495,edge_case,mama message 10k damma thama awe na,මම message 10ක් දැම්මා තාම ආවේ නෑ,මම message 10ක් දමාම ථම අවී ණ,0.2727,0.5714,0.4286,False,4.624
496,edge_case,api 3.30 p.m. meeting eka cancel karamu,අපි 3.30 p.m. meeting එක cancel කරමු,අපි 3.30 p.m. meeting එක cancel කරමු,0.0,0.0,1.0,True,3.446
497,edge_case,oya wada 100%k complete karala iwarada,ඔයා වැඩ 100%ක් complete කරලා ඉවරද,ඔයා වද 100%ක් complete කරලා ඉවරාද,0.0909,0.3333,0.6667,False,4.83
498,edge_case,mm 1st attempt ekenma pass una,මම 1st attempt එකෙන්ම pass වුණා,මම 1st attempt එකෙන්ම පස්ස උනා,0.2258,0.3333,0.6667,False,4.763
499,edge_case,me moko me??? bayawela neda???,මේ මොකෝ මේ??? බයවෙලා නේද???,මේ මොකෝ මේ??? බයවේල නෑද???,0.1111,0.4,0.6,False,2.791
500,edge_case,api 5 dena passe welawaka katha karamu,අපි 5 දෙනා පස්සේ වෙලාවක කතා කරමු,අපි 5 දෙන පස්සී වීලාවක කතා කරමු,0.0938,0.4286,0.5714,False,3.714
